,time,v10,dep
617,2020-07-06,-2.2715569,03
618,2020-07-07,-1.8924599,03
619,2020-07-08,-0.8964271,03
620,2020-07-09,0.5428277,03
621,2020-07-10,-1.1679657,03
622,2020-07-11,-2.6355252,03
623,2020-07-12,-2.1089199,03
624,2020-07-13,-1.8119853,03
625,2020-07-14,-1.1471041,03
626,2020-07-15,-0.39200887,03
627,2020-07-16,-0.92531353,03
628,2020-07-17,-2.441808,03
629,2020-07-18,-1.9954257,03
630,2020-07-19,-0.29168135,03
631,2020-07-20,-0.50047106,03
632,2020-07-21,-1.2982533,03
633,2020-07-22,-1.1401407,03
634,2020-07-23,-1.2561235,03
635,2020-07-24,-1.16142,03
636,2020-07-25,0.29558492,03
637,2020-07-26,0.4169268,03
638,2020-07-27,1.3740731,03
639,2020-07-28,-0.84637594,03
640,2020-07-29,-1.3618507,03
641,2020-07-30,0.357025,03
642,2020-07-31,0.43592075,03
643,2020-08-01,-1.0955068,03
644,2020-08-02,-1.6662084,03
645,2020-08-03,-2.2041717,03
646,2020-08-04,-2.170314,03
647,2020-08-05,-0.45638937,03
648,2020-08-06,0.15630981,03
649,2020-08-07,0.20629479,03
650,2020-08-08,-0.07351976,03
651,2020-08-09,0.058791474,03
652,2020-08-10,0.46782935,03
653,2020-08-11,0.7725154,03
654,2020-08-12,1.2732667,03
655,2020-08-13,1.4596025,03
656,2020-08-14,-0.20628083,03
657,2020-08-15,-0.6093752,03
658,2020-08-16,0.4831983,03
659,2020-08-17,1.2053434,03
660,2020-08-18,0.34718898,03
661,2020-08-19,1.8190074,03
662,2020-08-20,2.567682,03
663,2020-08-21,0.366902,03
664,2020-08-22,0.019026367,03
665,2020-08-23,-1.1077805,03
666,2020-08-24,-1.0254046,03
667,2020-08-25,1.7909834,03
668,2020-08-26,-0.18033779,03
669,2020-08-27,0.90501326,03
670,2020-08-28,1.0816672,03
671,2020-08-29,-0.34772393,03
672,2020-08-30,-1.5546929,03
673,2020-08-31,-1.9053408,03
674,2020-09-01,-1.5664953,03
675,2020-09-02,-1.2554331,03
676,2020-09-03,0.27561197,03
677,2020-09-04,1.4018682,03
678,2020-09-05,-1.0465517,03
679,2020-09-06,-2.2089407,03
680,2020-09-07,-2.627915,03
681,2020-09-08,-1.09987,03
682,2020-09-09,-0.60873705,03
683,2020-09-10,-1.6649265,03
684,2020-09-11,-0.84666306,03
685,2020-09-12,-0.8134931,03
686,2020-09-13,0.19585404,03
687,2020-09-14,1.9413923,03
688,2020-09-15,0.9259416,03
689,2020-09-16,-0.7069461,03
690,2020-09-17,-1.5879601,03
691,2020-09-18,1.9183143,03
692,2020-09-19,1.8629507,03
693,2020-09-20,0.74159724,03
694,2020-09-21,0.4051732,03
695,2020-09-22,0.77941424,03
696,2020-09-23,2.0613916,03
697,2020-09-24,2.3606992,03
698,2020-09-25,-0.1641566,03
699,2020-09-26,-1.1306268,03
700,2020-09-27,-0.64157426,03
701,2020-09-28,-0.21829404,03
702,2020-09-29,0.66463846,03
703,2020-09-30,1.1086416,03
704,2020-10-01,2.2986457,03
705,2020-10-02,2.4536705,03
706,2020-10-03,3.8020208,03
707,2020-10-04,3.295641,03
708,2020-10-05,2.7297366,03
709,2020-10-06,2.1916113,03
710,2020-10-07,0.22284009,03
711,2020-10-08,1.2745298,03
712,2020-10-09,0.45510396,03
