,time,tp,dep
455,2020-09-27,0.32168326,02
456,2020-09-28,0.12173222,02
457,2020-09-29,0.021604571,02
458,2020-09-30,0.004884291,02
459,2020-10-01,0.13460506,02
460,2020-10-02,0.24067123,02
461,2020-10-03,0.05170802,02
462,2020-10-04,0.071151964,02
463,2020-10-05,0.14570339,02
464,2020-10-06,0.090601906,02
465,2020-10-07,0.023429163,02
466,2020-10-08,0.026111396,02
467,2020-10-09,0.07532724,02
468,2020-10-10,0.006522392,02
469,2020-10-11,0.013921057,02
470,2020-10-12,0.0044585974,02
471,2020-10-13,0.1392942,02
472,2020-10-14,0.021943944,02
473,2020-10-15,0.007790563,02
474,2020-10-16,0.0008998002,02
475,2020-10-17,0.002677021,02
476,2020-10-18,0.007314406,02
477,2020-10-19,0.0005553352,02
478,2020-10-20,0.08711909,02
479,2020-10-21,0.14143986,02
480,2020-10-22,0.12240445,02
481,2020-10-23,0.12873842,02
482,2020-10-24,0.009164624,02
483,2020-10-25,0.16397502,02
484,2020-10-26,0.013577028,02
485,2020-10-27,0.030618181,02
486,2020-10-28,0.0542076,02
487,2020-10-29,0.030292472,02
488,2020-10-30,0.0121336365,02
489,2020-10-31,0.012758661,02
490,2020-03-01,0.027944317,03
491,2020-03-02,0.1719066,03
492,2020-03-03,0.049820915,03
493,2020-03-04,0.010457002,03
494,2020-03-05,0.2059345,03
495,2020-03-06,0.033771954,03
496,2020-03-07,0.03735982,03
497,2020-03-08,0.01915805,03
498,2020-03-09,0.057935447,03
499,2020-03-10,0.07792258,03
500,2020-03-11,0.0069939415,03
501,2020-03-12,0.0061586555,03
502,2020-03-13,0.0009919804,03
503,2020-03-14,0.00046774864,03
504,2020-03-15,3.9930852e-05,03
505,2020-03-16,0.01898051,03
506,2020-03-17,0.00486045,03
507,2020-03-18,0.0001722327,03
508,2020-03-19,0.0007625575,03
509,2020-03-20,0.00799042,03
510,2020-03-21,0.0038441962,03
511,2020-03-22,0.00092039345,03
512,2020-03-23,0.00017831752,03
513,2020-03-24,9.9212075e-06,03
514,2020-03-25,0.0,03
515,2020-03-26,0.00020077318,03
516,2020-03-27,1.7124228e-05,03
517,2020-03-28,0.0,03
518,2020-03-29,0.019495266,03
519,2020-03-30,0.022103732,03
520,2020-03-31,0.0009674754,03
521,2020-04-01,0.0,03
522,2020-04-02,4.245341e-05,03
523,2020-04-03,0.0010002917,03
524,2020-04-04,0.00010649312,03
525,2020-04-05,3.0323863e-06,03
526,2020-04-06,0.00074779923,03
527,2020-04-07,9.287235e-05,03
528,2020-04-08,3.717226e-06,03
529,2020-04-09,4.7660342e-07,03
530,2020-04-10,3.1805382e-06,03
531,2020-04-11,0.00027202332,03
532,2020-04-12,0.00019839058,03
533,2020-04-13,0.00023418144,03
534,2020-04-14,1.1443397e-05,03
535,2020-04-15,0.0,03
536,2020-04-16,0.00047018635,03
537,2020-04-17,0.010892943,03
538,2020-04-18,0.054632265,03
539,2020-04-19,0.034393117,03
540,2020-04-20,0.017612932,03
541,2020-04-21,0.0054840106,03
542,2020-04-22,0.0054304986,03
543,2020-04-23,0.0029678962,03
544,2020-04-24,0.0040306468,03
545,2020-04-25,0.027893757,03
546,2020-04-26,0.006564854,03
547,2020-04-27,0.024369039,03
548,2020-04-28,0.047939707,03
549,2020-04-29,0.024057886,03
550,2020-04-30,0.123167574,03
551,2020-05-01,0.109586254,03
552,2020-05-02,0.12003865,03
